Transaction Date,Province,Predicted_Province_Revenue,Year,Month
2024-03-08,Saskatchewan,61.612865,2024,3
2024-03-09,British Columbia,26.529892,2024,3
2024-03-09,Manitoba,18.361162,2024,3
2024-03-09,Newfoundland,19.70431,2024,3
2024-03-09,Saskatchewan,20.562307,2024,3
2024-03-10,British Columbia,31.521503,2024,3
2024-03-10,Manitoba,15.31633,2024,3
2024-03-10,Newfoundland,17.443169,2024,3
2024-03-10,Saskatchewan,16.200798,2024,3
2024-03-11,British Columbia,87.77929,2024,3
2024-03-11,Manitoba,56.21931,2024,3
2024-03-11,Newfoundland,69.31081,2024,3
2024-03-11,Saskatchewan,67.06507,2024,3
2024-03-12,British Columbia,80.86156,2024,3
2024-03-12,Manitoba,52.97303,2024,3
2024-03-12,Newfoundland,72.58305,2024,3
2024-03-12,Saskatchewan,65.527534,2024,3
2024-03-13,British Columbia,85.28468,2024,3
2024-03-13,Manitoba,51.49907,2024,3
2024-03-13,Newfoundland,64.13824,2024,3
2024-03-13,Saskatchewan,62.388844,2024,3
2024-03-14,British Columbia,78.20929,2024,3
2024-03-14,Manitoba,50.636955,2024,3
2024-03-14,Newfoundland,65.85531,2024,3
2024-03-14,Saskatchewan,62.388844,2024,3
2024-03-15,British Columbia,96.69915,2024,3
2024-03-15,Manitoba,53.78115,2024,3
2024-03-15,Newfoundland,65.85531,2024,3
2024-03-15,Saskatchewan,61.270607,2024,3
2024-03-16,British Columbia,25.738562,2024,3
2024-03-16,Manitoba,19.423252,2024,3
2024-03-16,Newfoundland,23.678,2024,3
2024-03-16,Saskatchewan,23.805555,2024,3
2024-03-17,British Columbia,25.621868,2024,3
2024-03-17,Manitoba,15.393979,2024,3
2024-03-17,Newfoundland,19.4855,2024,3
2024-03-17,Saskatchewan,20.167404,2024,3
2024-03-18,British Columbia,105.65498,2024,3
2024-03-18,Manitoba,49.02717,2024,3
2024-03-18,Newfoundland,69.08577,2024,3
2024-03-18,Saskatchewan,60.496655,2024,3
2024-03-19,British Columbia,97.76208,2024,3
2024-03-19,Manitoba,45.073803,2024,3
2024-03-19,Newfoundland,71.53656,2024,3
2024-03-19,Saskatchewan,61.81167,2024,3
2024-03-20,British Columbia,99.516754,2024,3
2024-03-20,Manitoba,46.698,2024,3
2024-03-20,Newfoundland,63.91839,2024,3
2024-03-20,Saskatchewan,62.16901,2024,3
2024-03-21,British Columbia,99.70216,2024,3
2024-03-21,Manitoba,48.352512,2024,3
2024-03-21,Newfoundland,67.289986,2024,3
2024-03-21,Saskatchewan,63.823517,2024,3
2024-03-22,British Columbia,101.4555,2024,3
2024-03-22,Manitoba,50.079697,2024,3
2024-03-22,Newfoundland,69.19061,2024,3
2024-03-22,Saskatchewan,65.72416,2024,3
2024-03-23,British Columbia,29.24191,2024,3
2024-03-23,Manitoba,17.266378,2024,3
2024-03-23,Newfoundland,23.522623,2024,3
2024-03-23,Saskatchewan,23.13512,2024,3
2024-03-24,British Columbia,18.051132,2024,3
2024-03-24,Manitoba,14.078668,2024,3
2024-03-24,Newfoundland,17.675993,2024,3
2024-03-24,Saskatchewan,18.707083,2024,3
2024-03-25,British Columbia,124.43793,2024,3
2024-03-25,Manitoba,54.457996,2024,3
2024-03-25,Newfoundland,74.06418,2024,3
2024-03-25,Saskatchewan,66.93448,2024,3
2024-03-26,British Columbia,104.7032,2024,3
2024-03-26,Manitoba,50.392284,2024,3
2024-03-26,Newfoundland,68.04695,2024,3
2024-03-26,Saskatchewan,63.79656,2024,3
2024-03-27,British Columbia,107.00984,2024,3
2024-03-27,Manitoba,49.724037,2024,3
2024-03-27,Newfoundland,68.304855,2024,3
2024-03-27,Saskatchewan,63.55157,2024,3
2024-03-28,British Columbia,96.43188,2024,3
2024-03-28,Manitoba,50.6988,2024,3
2024-03-28,Newfoundland,68.75954,2024,3
2024-03-28,Saskatchewan,62.80208,2024,3
2024-03-29,British Columbia,105.93631,2024,3
2024-03-29,Manitoba,49.951996,2024,3
2024-03-29,Newfoundland,67.07383,2024,3
2024-03-29,Saskatchewan,62.80208,2024,3
2024-03-30,British Columbia,18.348238,2024,3
2024-03-30,Manitoba,14.613514,2024,3
2024-03-30,Newfoundland,18.238523,2024,3
2024-03-30,Saskatchewan,17.695276,2024,3
2024-03-31,British Columbia,14.505788,2024,3
2024-03-31,Manitoba,10.335797,2024,3
2024-03-31,Newfoundland,14.393374,2024,3
2024-03-31,Saskatchewan,14.588858,2024,3
2024-04-01,British Columbia,113.186775,2024,4
2024-04-01,Manitoba,61.53464,2024,4
2024-04-01,Newfoundland,65.12682,2024,4
2024-04-01,Saskatchewan,59.303886,2024,4
2024-04-02,British Columbia,112.029755,2024,4
2024-04-02,Manitoba,49.848602,2024,4
2024-04-02,Newfoundland,68.88677,2024,4
2024-04-02,Saskatchewan,59.180782,2024,4
2024-04-03,British Columbia,99.98591,2024,4
2024-04-03,Manitoba,44.15957,2024,4
2024-04-03,Newfoundland,64.56038,2024,4
2024-04-03,Saskatchewan,59.46158,2024,4
2024-04-04,British Columbia,87.83558,2024,4
2024-04-04,Manitoba,48.08777,2024,4
2024-04-04,Newfoundland,65.2924,2024,4
2024-04-04,Saskatchewan,60.193592,2024,4
2024-04-05,British Columbia,93.546295,2024,4
2024-04-05,Manitoba,49.18898,2024,4
2024-04-05,Newfoundland,66.32737,2024,4
2024-04-05,Saskatchewan,61.228565,2024,4
2024-04-06,British Columbia,28.331884,2024,4
2024-04-06,Manitoba,15.883205,2024,4
2024-04-06,Newfoundland,22.745749,2024,4
2024-04-06,Saskatchewan,22.329987,2024,4
2024-04-07,British Columbia,33.62093,2024,4
2024-04-07,Manitoba,13.760071,2024,4
2024-04-07,Newfoundland,21.22774,2024,4
2024-04-07,Saskatchewan,20.917587,2024,4
2024-04-08,British Columbia,99.42481,2024,4
2024-04-08,Manitoba,52.623608,2024,4
2024-04-08,Newfoundland,73.424515,2024,4
2024-04-08,Saskatchewan,67.70921,2024,4
2024-04-09,British Columbia,106.74253,2024,4
2024-04-09,Manitoba,47.94335,2024,4
2024-04-09,Newfoundland,71.2286,2024,4
2024-04-09,Saskatchewan,67.6022,2024,4
2024-04-10,British Columbia,90.80935,2024,4
2024-04-10,Manitoba,48.208347,2024,4
2024-04-10,Newfoundland,64.14344,2024,4
2024-04-10,Saskatchewan,61.377857,2024,4
2024-04-11,British Columbia,101.7859,2024,4
2024-04-11,Manitoba,47.387978,2024,4
2024-04-11,Newfoundland,64.14344,2024,4
2024-04-11,Saskatchewan,61.068798,2024,4
2024-04-12,British Columbia,86.31589,2024,4
2024-04-12,Manitoba,49.551277,2024,4
2024-04-12,Newfoundland,65.85531,2024,4
2024-04-12,Saskatchewan,61.457912,2024,4
2024-04-13,British Columbia,29.720026,2024,4
2024-04-13,Manitoba,17.03568,2024,4
2024-04-13,Newfoundland,23.804594,2024,4
2024-04-13,Saskatchewan,23.112642,2024,4
2024-04-14,British Columbia,35.006298,2024,4
2024-04-14,Manitoba,17.30127,2024,4
2024-04-14,Newfoundland,22.78682,2024,4
2024-04-14,Saskatchewan,22.917095,2024,4
2024-04-15,British Columbia,108.734344,2024,4
2024-04-15,Manitoba,54.16766,2024,4
2024-04-15,Newfoundland,69.8053,2024,4
2024-04-15,Saskatchewan,60.716488,2024,4
2024-04-16,British Columbia,105.19075,2024,4
2024-04-16,Manitoba,49.239532,2024,4
2024-04-16,Newfoundland,71.75639,2024,4
2024-04-16,Saskatchewan,62.0315,2024,4
2024-04-17,British Columbia,98.52327,2024,4
2024-04-17,Manitoba,48.08201,2024,4
2024-04-17,Newfoundland,61.93963,2024,4
2024-04-17,Saskatchewan,62.388844,2024,4
2024-04-18,British Columbia,96.812874,2024,4
2024-04-18,Manitoba,48.102352,2024,4
2024-04-18,Newfoundland,63.91839,2024,4
2024-04-18,Saskatchewan,61.8215,2024,4
2024-04-19,British Columbia,103.40048,2024,4
2024-04-19,Manitoba,48.964916,2024,4
2024-04-19,Newfoundland,65.635475,2024,4
2024-04-19,Saskatchewan,61.8215,2024,4
2024-04-20,British Columbia,27.633778,2024,4
2024-04-20,Manitoba,14.837489,2024,4
2024-04-20,Newfoundland,23.187077,2024,4
2024-04-20,Saskatchewan,22.799578,2024,4
2024-04-21,British Columbia,32.1277,2024,4
2024-04-21,Manitoba,14.702771,2024,4
2024-04-21,Newfoundland,21.77267,2024,4
2024-04-21,Saskatchewan,20.538311,2024,4
2024-04-22,British Columbia,107.62764,2024,4
2024-04-22,Manitoba,54.267925,2024,4
2024-04-22,Newfoundland,73.74878,2024,4
2024-04-22,Saskatchewan,67.73733,2024,4
2024-04-23,British Columbia,106.45651,2024,4
2024-04-23,Manitoba,52.295837,2024,4
2024-04-23,Newfoundland,75.0917,2024,4
2024-04-23,Saskatchewan,65.36681,2024,4
2024-04-24,British Columbia,93.8797,2024,4
2024-04-24,Manitoba,51.90194,2024,4
2024-04-24,Newfoundland,65.59034,2024,4
2024-04-24,Saskatchewan,63.035664,2024,4
2024-04-25,British Columbia,100.785576,2024,4
2024-04-25,Manitoba,50.14756,2024,4
2024-04-25,Newfoundland,65.59034,2024,4
2024-04-25,Saskatchewan,63.035664,2024,4
2024-04-26,British Columbia,102.94167,2024,4
2024-04-26,Manitoba,49.908875,2024,4
2024-04-26,Newfoundland,65.59034,2024,4
2024-04-26,Saskatchewan,63.035664,2024,4
2024-04-27,British Columbia,20.026289,2024,4
2024-04-27,Manitoba,15.306795,2024,4
2024-04-27,Newfoundland,20.162958,2024,4
2024-04-27,Saskatchewan,19.06808,2024,4
2024-04-28,British Columbia,31.612661,2024,4
2024-04-28,Manitoba,13.844808,2024,4
2024-04-28,Newfoundland,16.639969,2024,4
2024-04-28,Saskatchewan,17.565767,2024,4
2024-04-29,British Columbia,114.362915,2024,4
2024-04-29,Manitoba,57.75195,2024,4
2024-04-29,Newfoundland,73.08299,2024,4
2024-04-29,Saskatchewan,65.922585,2024,4
2024-04-30,British Columbia,108.17572,2024,4
2024-04-30,Manitoba,49.603096,2024,4
2024-04-30,Newfoundland,63.49802,2024,4
2024-04-30,Saskatchewan,58.30931,2024,4
2024-05-01,British Columbia,74.8808,2024,5
2024-05-01,Manitoba,51.005173,2024,5
2024-05-01,Newfoundland,62.39429,2024,5
2024-05-01,Saskatchewan,59.012573,2024,5
2024-05-02,British Columbia,82.792,2024,5
2024-05-02,Manitoba,51.635296,2024,5
2024-05-02,Newfoundland,62.39429,2024,5
2024-05-02,Saskatchewan,59.012573,2024,5
2024-05-03,British Columbia,91.29068,2024,5
2024-05-03,Manitoba,46.840256,2024,5
2024-05-03,Newfoundland,65.59535,2024,5
2024-05-03,Saskatchewan,60.49655,2024,5
2024-05-04,British Columbia,27.679235,2024,5
2024-05-04,Manitoba,16.510473,2024,5
2024-05-04,Newfoundland,25.617544,2024,5
2024-05-04,Saskatchewan,27.252981,2024,5
2024-05-05,British Columbia,32.147858,2024,5
2024-05-05,Manitoba,17.220486,2024,5
2024-05-05,Newfoundland,22.92872,2024,5
2024-05-05,Saskatchewan,25.924631,2024,5
2024-05-06,British Columbia,87.9971,2024,5
2024-05-06,Manitoba,54.287094,2024,5
2024-05-06,Newfoundland,69.73614,2024,5
2024-05-06,Saskatchewan,62.60735,2024,5
2024-05-07,British Columbia,106.1646,2024,5
2024-05-07,Manitoba,46.32287,2024,5
2024-05-07,Newfoundland,74.947685,2024,5
2024-05-07,Saskatchewan,63.244736,2024,5
2024-05-08,British Columbia,84.21187,2024,5
2024-05-08,Manitoba,46.75786,2024,5
2024-05-08,Newfoundland,64.14344,2024,5
2024-05-08,Saskatchewan,61.377857,2024,5
2024-05-09,British Columbia,89.530266,2024,5
2024-05-09,Manitoba,48.57347,2024,5
2024-05-09,Newfoundland,64.14344,2024,5
2024-05-09,Saskatchewan,61.377857,2024,5
2024-05-10,British Columbia,89.03786,2024,5
2024-05-10,Manitoba,48.92913,2024,5
2024-05-10,Newfoundland,65.86051,2024,5
2024-05-10,Saskatchewan,59.390144,2024,5
2024-05-11,British Columbia,25.92367,2024,5
2024-05-11,Manitoba,17.579384,2024,5
2024-05-11,Newfoundland,24.785358,2024,5
2024-05-11,Saskatchewan,25.112131,2024,5
2024-05-12,British Columbia,31.821781,2024,5
2024-05-12,Manitoba,17.747986,2024,5
2024-05-12,Newfoundland,24.375645,2024,5
2024-05-12,Saskatchewan,21.692291,2024,5
2024-05-13,British Columbia,91.970566,2024,5
2024-05-13,Manitoba,54.95644,2024,5
2024-05-13,Newfoundland,69.77459,2024,5
2024-05-13,Saskatchewan,62.60215,2024,5
2024-05-14,British Columbia,104.96281,2024,5
2024-05-14,Manitoba,48.52147,2024,5
2024-05-14,Newfoundland,71.75639,2024,5
2024-05-14,Saskatchewan,62.0315,2024,5
2024-05-15,British Columbia,100.31892,2024,5
2024-05-15,Manitoba,47.070976,2024,5
2024-05-15,Newfoundland,61.93963,2024,5
2024-05-15,Saskatchewan,62.388844,2024,5
2024-05-16,British Columbia,101.76846,2024,5
2024-05-16,Manitoba,47.701103,2024,5
2024-05-16,Newfoundland,61.93963,2024,5
2024-05-16,Saskatchewan,60.72851,2024,5
2024-05-17,British Columbia,110.69193,2024,5
2024-05-17,Manitoba,49.067787,2024,5
2024-05-17,Newfoundland,63.6567,2024,5
2024-05-17,Saskatchewan,63.03299,2024,5
2024-05-18,British Columbia,25.380697,2024,5
2024-05-18,Manitoba,15.400574,2024,5
2024-05-18,Newfoundland,26.496653,2024,5
2024-05-18,Saskatchewan,27.861376,2024,5
2024-05-19,British Columbia,31.599445,2024,5
2024-05-19,Manitoba,13.380454,2024,5
2024-05-19,Newfoundland,25.39995,2024,5
2024-05-19,Saskatchewan,24.599936,2024,5
2024-05-20,British Columbia,105.04894,2024,5
2024-05-20,Manitoba,55.09072,2024,5
2024-05-20,Newfoundland,61.725616,2024,5
2024-05-20,Saskatchewan,60.496655,2024,5
2024-05-21,British Columbia,107.157074,2024,5
2024-05-21,Manitoba,49.766796,2024,5
2024-05-21,Newfoundland,76.91016,2024,5
2024-05-21,Saskatchewan,62.704823,2024,5
2024-05-22,British Columbia,99.40097,2024,5
2024-05-22,Manitoba,51.72747,2024,5
2024-05-22,Newfoundland,67.47355,2024,5
2024-05-22,Saskatchewan,63.856827,2024,5
2024-05-23,British Columbia,99.40097,2024,5
2024-05-23,Manitoba,51.90194,2024,5
2024-05-23,Newfoundland,66.70585,2024,5
2024-05-23,Saskatchewan,62.178173,2024,5
2024-05-24,British Columbia,94.9,2024,5
2024-05-24,Manitoba,49.908875,2024,5
2024-05-24,Newfoundland,65.59034,2024,5
2024-05-24,Saskatchewan,62.49357,2024,5
2024-05-25,British Columbia,20.853025,2024,5
2024-05-25,Manitoba,16.295103,2024,5
2024-05-25,Newfoundland,21.740961,2024,5
2024-05-25,Saskatchewan,21.500338,2024,5
2024-05-26,British Columbia,25.890879,2024,5
2024-05-26,Manitoba,14.888661,2024,5
2024-05-26,Newfoundland,18.03822,2024,5
